SO_No,SO_No_TPOS,SO_Date,Customer_No,Customer_Name,SO_Type,Salesman_Code,Salesman_Name,Partnumber,Qty,Retail_Price,Scp_Disc,Campaign_Code
SO2507055055,TPOS00098836,12/07/2025,C1028,CV MEGA SPAREPART,3,002-S4,Maman Susanto,71J223B266,8,382000,0,
SO2507055056,TPOS00098837,28/07/2025,C1028,CV MEGA SPAREPART,3,002-S4,Maman Susanto,13K855U244,3,38300,5,
SO2507055057,TPOS00098838,11/07/2025,C1028,CV MEGA SPAREPART,3,002-S4,Maman Susanto,73N660Y104,31,29100,3,
SO2507055058,TPOS00098839,09/07/2025,C1028,CV MEGA SPAREPART,3,002-S4,Maman Susanto,89L218K963,64,366900,3,
SO2507055059,TPOS00098840,27/07/2025,C1028,CV MEGA SPAREPART,3,002-S4,Maman Susanto,13K855U244,73,7000,5,
SO2507055060,TPOS00098841,25/07/2025,C1030,UD MANDIRI BENGKEL,3,002-S4,Maman Susanto,14S552U233,1,226900,0,
SO2507055061,TPOS00098842,09/07/2025,C1030,UD MANDIRI BENGKEL,3,002-S4,Maman Susanto,46A649W573,4,1000,2,
SO2507055062,TPOS00098843,15/07/2025,C1030,UD MANDIRI BENGKEL,3,002-S4,Maman Susanto,83N966R507,13,115000,1,
SO2507055063,TPOS00098844,04/07/2025,C1030,UD MANDIRI BENGKEL,3,002-S4,Maman Susanto,90S324B865,2,74600,5,
SO2507055064,TPOS00098845,01/07/2025,C1030,UD MANDIRI BENGKEL,3,002-S4,Maman Susanto,35S912J235,1,21700,1,
SO2507055065,TPOS00098846,01/07/2025,C1030,UD MANDIRI BENGKEL,3,002-S4,Maman Susanto,77K641Z637,2,200900,1,
SO2507055066,TPOS00098847,08/07/2025,C1030,UD MANDIRI BENGKEL,3,002-S4,Maman Susanto,84X616B662,1,301100,2,
SO2507055067,TPOS00098848,14/07/2025,C1031,PD PRIMA NIAGA,3,002-S3,Teguh Suryana,22E731B495,1,1000,1,
SO2507055068,TPOS00098849,01/07/2025,C1031,PD PRIMA NIAGA,3,002-S3,Teguh Suryana,35D708V592,1,392300,0,
SO2507055069,TPOS00098850,12/07/2025,C1031,PD PRIMA NIAGA,3,002-S3,Teguh Suryana,25Y141Y586,178,45100,5,
SO2507055070,TPOS00098851,21/07/2025,C1032,TB HARAPAN NIAGA,3,002-S4,Maman Susanto,16M366Z630,1,493400,5,
SO2507055071,TPOS00098852,20/07/2025,C1032,TB HARAPAN NIAGA,3,002-S4,Maman Susanto,52N105K497,31,259400,2,
SO2507055072,TPOS00098853,14/07/2025,C1032,TB HARAPAN NIAGA,3,002-S4,Maman Susanto,16W702V549,6,594800,0,
SO2507055073,TPOS00098854,24/07/2025,C1034,UD BERSAMA PERKASA,3,002-S4,Maman Susanto,96L318M968,1,495500,5,
SO2507055074,TPOS00098855,16/07/2025,C1040,CV AGUNG AUTOPARTS,3,003-S6,Dani Nugraha,31Q920X554,2,218800,5,
SO2507055075,TPOS00098856,23/07/2025,C1040,CV AGUNG AUTOPARTS,3,003-S6,Dani Nugraha,71J223B266,87,429700,4,
SO2507055076,TPOS00098857,25/07/2025,C1040,CV AGUNG AUTOPARTS,3,003-S6,Dani Nugraha,32S210F120,101,69200,4,
SO2507055077,TPOS00098858,05/07/2025,C1040,CV AGUNG AUTOPARTS,3,003-S6,Dani Nugraha,49L153N369,1,106400,4,
SO2507055078,TPOS00098859,06/07/2025,C1040,CV AGUNG AUTOPARTS,3,003-S6,Dani Nugraha,39N477W717,1,1000,4,
SO2507055079,TPOS00098860,24/07/2025,C1041,PT MAKMUR DIESEL MOTOR,3,003-S5,Gunawan Hartono,83N966R507,10,251800,1,
SO2507055080,TPOS00098861,01/07/2025,C1041,PT MAKMUR DIESEL MOTOR,3,003-S5,Gunawan Hartono,83N966R507,25,323400,4,
SO2507055081,TPOS00098862,12/07/2025,C1041,PT MAKMUR DIESEL MOTOR,3,003-S5,Gunawan Hartono,33J434X549,3,310700,3,
SO2507055082,TPOS00098863,25/07/2025,C1041,PT MAKMUR DIESEL MOTOR,3,003-S5,Gunawan Hartono,42U752R449,125,11900,1,
SO2507055083,TPOS00098864,08/07/2025,C1041,PT MAKMUR DIESEL MOTOR,3,003-S5,Gunawan Hartono,42Z712L736,2,1104600,2,
SO2507055084,TPOS00098865,06/07/2025,C1041,PT MAKMUR DIESEL MOTOR,3,003-S5,Gunawan Hartono,13X668Z623,30,257300,1,
SO2507055085,TPOS00098866,19/07/2025,C1041,PT MAKMUR DIESEL MOTOR,3,003-S5,Gunawan Hartono,36W960M806,8,175100,1,
SO2507055086,TPOS00098867,14/07/2025,C1041,PT MAKMUR DIESEL MOTOR,3,003-S5,Gunawan Hartono,70J290F107,11,165800,1,
SO2507055087,TPOS00098868,23/07/2025,C1041,PT MAKMUR DIESEL MOTOR,3,003-S5,Gunawan Hartono,81F409T245,22,49300,0,
SO2507055088,TPOS00098869,14/07/2025,C1041,PT MAKMUR DIESEL MOTOR,3,003-S5,Gunawan Hartono,27Y817U523,4,290300,2,
SO2507055089,TPOS00098870,01/07/2025,C1041,PT MAKMUR DIESEL MOTOR,3,003-S5,Gunawan Hartono,39N468Q232,5,378700,1,
SO2507055090,TPOS00098871,21/07/2025,C1044,PT BERKAH KARYA,3,003-S5,Gunawan Hartono,85U563Z744,7,28700,4,
SO2507055091,TPOS00098872,20/07/2025,C1045,PT SURYA DIESEL MOTOR,3,003-S5,Gunawan Hartono,98N911P422,1,1256400,3,
SO2507055092,TPOS00098873,16/07/2025,C1045,PT SURYA DIESEL MOTOR,3,003-S5,Gunawan Hartono,53Y437R223,3,963000,1,
SO2507055093,TPOS00098874,16/07/2025,C1045,PT SURYA DIESEL MOTOR,3,003-S5,Gunawan Hartono,29X499Q359,6,1008400,5,
SO2507055094,TPOS00098875,04/07/2025,C1045,PT SURYA DIESEL MOTOR,3,003-S5,Gunawan Hartono,66N295W454,1,1000,4,
SO2507055095,TPOS00098876,10/07/2025,C1045,PT SURYA DIESEL MOTOR,3,003-S5,Gunawan Hartono,66K859G597,1,99700,1,
SO2507055096,TPOS00098877,01/07/2025,C1047,CV MANDIRI AUTO,3,003-S2,Wibowo Cahyadi,65D975F171,1,311400,1,
SO2507055097,TPOS00098878,19/07/2025,C1047,CV MANDIRI AUTO,3,003-S2,Wibowo Cahyadi,84X180N205,5,1000,5,
SO2507055098,TPOS00098879,16/07/2025,C1047,CV MANDIRI AUTO,3,003-S2,Wibowo Cahyadi,87H494D533,1,1000,2,
SO2507055099,TPOS00098880,05/07/2025,C1048,PT PRIMA ABADI,3,003-S2,Wibowo Cahyadi,29K793E307,2,239800,1,
SO2507055100,TPOS00098881,04/07/2025,C1048,PT PRIMA ABADI,3,003-S2,Wibowo Cahyadi,32A342Y829,2,1435500,0,
SO2507055101,TPOS00098882,10/07/2025,C1048,PT PRIMA ABADI,3,003-S2,Wibowo Cahyadi,60U766P258,3,798400,1,
SO2507055102,TPOS00098883,05/07/2025,C1048,PT PRIMA ABADI,3,003-S2,Wibowo Cahyadi,82H272L398,1,320700,2,
SO2507055103,TPOS00098884,09/07/2025,C1048,PT PRIMA ABADI,3,003-S2,Wibowo Cahyadi,60B550K505,1,1313300,5,
SO2507055104,TPOS00098885,26/07/2025,C1051,TOKO ABADI NIAGA,3,003-S2,Wibowo Cahyadi,39U953X855,2,104700,5,
SO2507055105,TPOS00098886,27/07/2025,C1051,TOKO ABADI NIAGA,3,003-S2,Wibowo Cahyadi,40A243G404,4,223200,5,
SO2507055106,TPOS00098887,06/07/2025,C1051,TOKO ABADI NIAGA,3,003-S2,Wibowo Cahyadi,23A433V455,18,341200,5,
SO2507055107,TPOS00098888,23/07/2025,C1055,TB DHARMA MULTINDO,3,003-S3,Maman Permana,13M469L410,1,1252600,3,
SO2507055108,TPOS00098889,22/07/2025,C1055,TB DHARMA MULTINDO,3,003-S3,Maman Permana,76U712E144,1,1029700,4,
SO2507055109,TPOS00098890,04/07/2025,C1055,TB DHARMA MULTINDO,3,003-S3,Maman Permana,72Q802Q143,1,962500,2,
SO2507055110,TPOS00098891,10/07/2025,C1055,TB DHARMA MULTINDO,3,003-S3,Maman Permana,79A886E924,2,1213300,3,
SO2507055111,TPOS00098892,16/07/2025,C1055,TB DHARMA MULTINDO,3,003-S3,Maman Permana,52N105K497,10,313600,1,
SO2507055112,TPOS00098893,28/07/2025,C1055,TB DHARMA MULTINDO,3,003-S3,Maman Permana,55Z660A421,1,607700,3,
SO2507055113,TPOS00098894,22/07/2025,C1055,TB DHARMA MULTINDO,3,003-S3,Maman Permana,62X276N454,5,1000,0,
SO2507055114,TPOS00098895,20/07/2025,C1055,TB DHARMA MULTINDO,3,003-S3,Maman Permana,91K777N691,1,1122100,5,
SO2507055115,TPOS00098896,17/07/2025,C1056,UD SETIA AUTO,3,003-S2,Wibowo Cahyadi,40R366R442,2,1028400,3,
SO2507055116,TPOS00098897,02/07/2025,C1056,UD SETIA AUTO,3,003-S2,Wibowo Cahyadi,67S678S566,2,651400,1,
SO2507055117,TPOS00098898,03/07/2025,C1056,UD SETIA AUTO,3,003-S2,Wibowo Cahyadi,71J223B266,2,335200,0,
SO2507055118,TPOS00098899,16/07/2025,C1056,UD SETIA AUTO,3,003-S2,Wibowo Cahyadi,74V642F192,3,1086200,0,
SO2507055119,TPOS00098900,18/07/2025,C1056,UD SETIA AUTO,3,003-S2,Wibowo Cahyadi,79H724T698,1,1000,1,
SO2507055120,TPOS00098901,26/07/2025,C1056,UD SETIA AUTO,3,003-S2,Wibowo Cahyadi,29W452D255,1,859400,4,
SO2507055121,TPOS00098902,17/07/2025,C1058,PT SEJAHTERA PRATAMA,3,003-S1,Yuli Tanjung,36W960M806,8,71500,4,
SO2507055122,TPOS00098903,13/07/2025,C1058,PT SEJAHTERA PRATAMA,3,003-S1,Yuli Tanjung,12Z138Z334,6,1308800,2,
SO2507055123,TPOS00098904,21/07/2025,C1058,PT SEJAHTERA PRATAMA,3,003-S1,Yuli Tanjung,83N966R507,4,347700,2,
SO2507055124,TPOS00098905,05/07/2025,C1058,PT SEJAHTERA PRATAMA,3,003-S1,Yuli Tanjung,79A509G922,2,101100,4,
SO2507055125,TPOS00098906,13/07/2025,C1062,PD MANDIRI JASA,3,003-S2,Wibowo Cahyadi,22G205X121,1,318400,1,
SO2507055126,TPOS00098907,23/07/2025,C1062,PD MANDIRI JASA,3,003-S2,Wibowo Cahyadi,52U604V741,1,715700,5,
SO2507055127,TPOS00098908,14/07/2025,C1063,CV SURYA OTOMOTIF,3,003-S1,Yuli Tanjung,52N105K497,50,350900,5,
SO2507055128,TPOS00098909,17/07/2025,C1063,CV SURYA OTOMOTIF,3,003-S1,Yuli Tanjung,83N966R507,18,269300,1,
SO2507055129,TPOS00098910,10/07/2025,C1064,TB ANUGERAH GEMILANG,3,004-S1,Joko Rahayu,85U563Z744,60,55500,5,
SO2507055130,TPOS00098911,15/07/2025,C1064,TB ANUGERAH GEMILANG,3,004-S1,Joko Rahayu,25Q403X156,43,19900,3,
SO2507055131,TPOS00098912,05/07/2025,C1065,TB TEKNIK DIESEL MOTOR,3,004-S3,Irfan Susanto,23A433V455,65,231600,1,
SO2507055132,TPOS00098913,06/07/2025,C1065,TB TEKNIK DIESEL MOTOR,3,004-S3,Irfan Susanto,33W345M492,2,1000,0,
SO2507055133,TPOS00098914,04/07/2025,C1065,TB TEKNIK DIESEL MOTOR,3,004-S3,Irfan Susanto,89L218K963,135,426800,0,
SO2507055134,TPOS00098915,10/07/2025,C1067,PT PRIMA OTOMOTIF,3,004-S2,Yanto Pratama,61D690L808,1,1476300,2,
SO2507055135,TPOS00098916,23/07/2025,C1074,TB ANUGERAH SUKSES,3,004-S3,Irfan Susanto,52N105K497,34,349400,0,
SO2507055136,TPOS00098917,07/07/2025,C1074,TB ANUGERAH SUKSES,3,004-S3,Irfan Susanto,15R790U273,2,369600,1,
SO2507055137,TPOS00098918,18/07/2025,C1074,TB ANUGERAH SUKSES,3,004-S3,Irfan Susanto,19Q107Y707,243,24100,5,
SO2507055138,TPOS00098919,24/07/2025,C1074,TB ANUGERAH SUKSES,3,004-S3,Irfan Susanto,36W960M806,40,240500,0,
SO2507055139,TPOS00098920,05/07/2025,C1074,TB ANUGERAH SUKSES,3,004-S3,Irfan Susanto,13K855U244,84,14000,5,
SO2507055140,TPOS00098921,12/07/2025,C1074,TB ANUGERAH SUKSES,3,004-S3,Irfan Susanto,83R814L637,3,1960400,1,
SO2507055141,TPOS00098922,13/07/2025,C1074,TB ANUGERAH SUKSES,3,004-S3,Irfan Susanto,68Y537M668,1,1080000,1,
SO2507055142,TPOS00098923,04/07/2025,C1075,TB SENTOSA JASA,3,004-S1,Joko Rahayu,31D224H171,5,363900,4,
SO2507055143,TPOS00098924,11/07/2025,C1075,TB SENTOSA JASA,3,004-S1,Joko Rahayu,25Q403X156,38,53100,5,
SO2507055144,TPOS00098925,12/07/2025,C1075,TB SENTOSA JASA,3,004-S1,Joko Rahayu,60Z223M648,7,415000,2,
SO2507055145,TPOS00098926,10/07/2025,C1075,TB SENTOSA JASA,3,004-S1,Joko Rahayu,13F211Z431,4,245000,2,
SO2507055146,TPOS00098927,24/07/2025,C1075,TB SENTOSA JASA,3,004-S1,Joko Rahayu,23A433V455,27,276800,0,
SO2507055147,TPOS00098928,21/07/2025,C1075,TB SENTOSA JASA,3,004-S1,Joko Rahayu,89L218K963,11,203300,0,
SO2507055148,TPOS00098929,14/07/2025,C1075,TB SENTOSA JASA,3,004-S1,Joko Rahayu,81F409T245,61,10900,0,
SO2507055149,TPOS00098930,09/07/2025,C1075,TB SENTOSA JASA,3,004-S1,Joko Rahayu,29T950W466,2,692700,5,
SO2507055150,TPOS00098931,15/07/2025,C1075,TB SENTOSA JASA,3,004-S1,Joko Rahayu,49L153N369,2,1000,0,
SO2507055151,TPOS00098932,01/07/2025,C1075,TB SENTOSA JASA,3,004-S1,Joko Rahayu,83N966R507,37,50300,5,
SO2507055152,TPOS00098933,27/07/2025,C1075,TB SENTOSA JASA,3,004-S1,Joko Rahayu,36C381V657,2,837700,5,
SO2507055153,TPOS00098934,04/07/2025,C1075,TB SENTOSA JASA,3,004-S1,Joko Rahayu,84D543E223,1,694500,3,
SO2507055154,TPOS00098935,02/07/2025,C1075,TB SENTOSA JASA,3,004-S1,Joko Rahayu,89L218K963,13,196800,1,
SO2507055155,TPOS00098936,18/07/2025,C1075,TB SENTOSA JASA,3,004-S1,Joko Rahayu,65R737L558,3,1000,4,
SO2507055156,TPOS00098937,16/07/2025,C1075,TB SENTOSA JASA,3,004-S1,Joko Rahayu,27W409L630,2,636600,3,
SO2507055157,TPOS00098938,18/07/2025,C1076,TOKO BUANA MAKMUR,3,004-S3,Irfan Susanto,58P554H540,1,579400,2,
SO2507055158,TPOS00098939,27/07/2025,C1076,TOKO BUANA MAKMUR,3,004-S3,Irfan Susanto,12C840J750,1,769100,5,
SO2507055159,TPOS00098940,04/07/2025,C1076,TOKO BUANA MAKMUR,3,004-S3,Irfan Susanto,11T864Y819,1,515500,3,
SO2507055160,TPOS00098941,14/07/2025,C1077,TOKO MAKMUR KARYA,3,004-S1,Joko Rahayu,37T405A708,1,1577200,3,
SO2507055161,TPOS00098942,23/07/2025,C1077,TOKO MAKMUR KARYA,3,004-S1,Joko Rahayu,31P601Q377,1,471500,0,
SO2507055162,TPOS00098943,22/07/2025,C1078,PT KARYA BERSATU,3,004-S3,Irfan Susanto,19Q107Y707,133,37000,1,
SO2507055163,TPOS00098944,27/07/2025,C1078,PT KARYA BERSATU,3,004-S3,Irfan Susanto,86A638N482,3,289900,5,
SO2507055164,TPOS00098945,22/07/2025,C1078,PT KARYA BERSATU,3,004-S3,Irfan Susanto,29Z360X868,6,595700,4,
SO2507055165,TPOS00098946,04/07/2025,C1078,PT KARYA BERSATU,3,004-S3,Irfan Susanto,81F409T245,35,20400,2,
SO2507055166,TPOS00098947,16/07/2025,C1080,TOKO PRATAMA PARTS,3,004-S2,Yanto Pratama,42E241N176,2,440900,1,
SO2507055167,TPOS00098948,17/07/2025,C1080,TOKO PRATAMA PARTS,3,004-S2,Yanto Pratama,31S890F705,3,1000,0,
SO2507055168,TPOS00098949,16/07/2025,C1080,TOKO PRATAMA PARTS,3,004-S2,Yanto Pratama,57V862W109,4,691200,3,
SO2507055169,TPOS00098950,17/07/2025,C1080,TOKO PRATAMA PARTS,3,004-S2,Yanto Pratama,81N375G707,3,204100,4,
SO2507055170,TPOS00098951,12/07/2025,C1081,UD MANDIRI KARYA,3,004-S3,Irfan Susanto,71V103S795,2,265100,5,
SO2507055171,TPOS00098952,10/07/2025,C1081,UD MANDIRI KARYA,3,004-S3,Irfan Susanto,29Y732T634,3,311000,1,
SO2507055172,TPOS00098953,04/07/2025,C1082,PT UTARA BENGKEL,3,005-S1,Joko Cahyadi,76Y953C512,2,1402800,3,
SO2507055173,TPOS00098954,10/07/2025,C1082,PT UTARA BENGKEL,3,005-S1,Joko Cahyadi,13C667Z122,1,966800,2,
SO2507055174,TPOS00098955,03/07/2025,C1082,PT UTARA BENGKEL,3,005-S1,Joko Cahyadi,83N966R507,1,209400,2,
SO2507055175,TPOS00098956,16/07/2025,C1085,PT SENTOSA UTAMA,3,005-S2,Fitri Nugraha,70Y738J607,14,11400,3,
SO2507055176,TPOS00098957,16/07/2025,C1085,PT SENTOSA UTAMA,3,005-S2,Fitri Nugraha,18V754Y756,2,829600,0,
SO2507055177,TPOS00098958,15/07/2025,C1085,PT SENTOSA UTAMA,3,005-S2,Fitri Nugraha,89L218K963,77,406600,2,
SO2507055178,TPOS00098959,05/07/2025,C1085,PT SENTOSA UTAMA,3,005-S2,Fitri Nugraha,29Y732T634,6,229100,0,
SO2507055179,TPOS00098960,17/07/2025,C1087,TB MAKMUR GEMILANG,3,005-S2,Fitri Nugraha,45W233Q378,5,1080700,4,
SO2507055180,TPOS00098961,05/07/2025,C1087,TB MAKMUR GEMILANG,3,005-S2,Fitri Nugraha,52U604V741,1,1530800,0,
SO2507055181,TPOS00098962,08/07/2025,C1088,TB DHARMA JASA,3,005-S3,Sigit Nugraha,47Y230Y345,3,107900,1,
SO2507055182,TPOS00098963,21/07/2025,C1088,TB DHARMA JASA,3,005-S3,Sigit Nugraha,94Z788L888,5,991300,4,
SO2507055183,TPOS00098964,07/07/2025,C1090,CV ABADI LESTARI,3,005-S1,Joko Cahyadi,92V174L914,1,87100,2,
SO2507055184,TPOS00098965,01/07/2025,C1090,CV ABADI LESTARI,3,005-S1,Joko Cahyadi,50K556F979,1,563300,1,
SO2507055185,TPOS00098966,23/07/2025,C1090,CV ABADI LESTARI,3,005-S1,Joko Cahyadi,29X812J491,3,709400,4,
SO2507055186,TPOS00098967,06/07/2025,C1091,PT CIPTA NIAGA,3,005-S3,Sigit Nugraha,74F400X540,1,1000,0,
SO2507055187,TPOS00098968,11/07/2025,C1091,PT CIPTA NIAGA,3,005-S3,Sigit Nugraha,70L953W917,2,104100,5,
SO2507055188,TPOS00098969,08/07/2025,C1091,PT CIPTA NIAGA,3,005-S3,Sigit Nugraha,67Z718V132,15,1260000,2,
SO2507055189,TPOS00098970,24/07/2025,C1091,PT CIPTA NIAGA,3,005-S3,Sigit Nugraha,17C114X703,1,740300,1,
SO2507055190,TPOS00098971,23/07/2025,C1091,PT CIPTA NIAGA,3,005-S3,Sigit Nugraha,85V976J925,1,716400,2,
SO2507055191,TPOS00098972,25/07/2025,C1091,PT CIPTA NIAGA,3,005-S3,Sigit Nugraha,65H715K154,1,739500,5,
SO2507055192,TPOS00098973,14/07/2025,C1091,PT CIPTA NIAGA,3,005-S3,Sigit Nugraha,35Z315R978,2,656000,5,
SO2507055193,TPOS00098974,24/07/2025,C1094,TB JAYA PERDANA,3,006-S2,Taufik Iskandar,33L408G683,2,715100,1,
SO2507055194,TPOS00098975,01/07/2025,C1097,PT LOGAM RAYA,3,006-S4,Siti Mariadi,17N236E205,10,791600,4,
SO2507055195,TPOS00098976,02/07/2025,C1098,PD ABADI PRATAMA,3,007-S4,Wahyu Permana,21G225R714,2,214300,3,
SO2507055196,TPOS00098977,12/07/2025,C1098,PD ABADI PRATAMA,3,007-S4,Wahyu Permana,89L218K963,153,318800,3,
SO2507055197,TPOS00098978,19/07/2025,C1098,PD ABADI PRATAMA,3,007-S4,Wahyu Permana,76Z410A765,1,2209500,2,
SO2507055198,TPOS00098979,03/07/2025,C1098,PD ABADI PRATAMA,3,007-S4,Wahyu Permana,94C128J337,2,671700,4,
SO2507055199,TPOS00098980,02/07/2025,C1100,UD MAJU SERVIS,3,007-S4,Wahyu Permana,40J692Q469,1,254900,1,
SO2507055200,TPOS00098981,21/07/2025,C1101,TB MANDIRI OTOMOTIF,3,007-S5,Yuli Handoko,41L706Z812,1,518900,2,
SO2507055201,TPOS00098982,14/07/2025,C1101,TB MANDIRI OTOMOTIF,3,007-S5,Yuli Handoko,25Q403X156,33,46600,4,
SO2507055202,TPOS00098983,21/07/2025,C1101,TB MANDIRI OTOMOTIF,3,007-S5,Yuli Handoko,13X668Z623,45,367600,2,
SO2507055203,TPOS00098984,23/07/2025,C1101,TB MANDIRI OTOMOTIF,3,007-S5,Yuli Handoko,19Q107Y707,59,52200,5,
SO2507055204,TPOS00098985,03/07/2025,C1101,TB MANDIRI OTOMOTIF,3,007-S5,Yuli Handoko,52N105K497,149,260500,3,
SO2507055205,TPOS00098986,20/07/2025,C1101,TB MANDIRI OTOMOTIF,3,007-S5,Yuli Handoko,38B790F133,73,377900,4,
SO2507055206,TPOS00098987,26/07/2025,C1101,TB MANDIRI OTOMOTIF,3,007-S5,Yuli Handoko,70T593N262,1,957200,2,
SO2507055207,TPOS00098988,01/07/2025,C1101,TB MANDIRI OTOMOTIF,3,007-S5,Yuli Handoko,29Y732T634,6,191500,2,
SO2507055208,TPOS00098989,04/07/2025,C1101,TB MANDIRI OTOMOTIF,3,007-S5,Yuli Handoko,41Y346W246,2,1000,3,
SO2507055209,TPOS00098990,09/07/2025,C1102,CV PRIMA RAYA,3,007-S1,Teguh Hidayat,41U842C151,2,1633900,2,
