SO_No,SO_No_TPOS,SO_Date,Customer_No,Customer_Name,SO_Type,Salesman_Code,Salesman_Name,Partnumber,Qty,Retail_Price,Scp_Disc,Campaign_Code
SO2607060875,TPOS00103681,01/07/2026,C1047,CV MANDIRI AUTO,3,003-S4,Surya Suryadi,40W170R346,1,416900,1,
SO2607060876,TPOS00103682,13/07/2026,C1047,CV MANDIRI AUTO,3,003-S4,Surya Suryadi,26G247V709,1,551800,1,
SO2607060877,TPOS00103683,11/07/2026,C1047,CV MANDIRI AUTO,3,003-S4,Surya Suryadi,93C583V551,1,1000,1,
SO2607060878,TPOS00103684,09/07/2026,C1047,CV MANDIRI AUTO,3,003-S4,Surya Suryadi,16M768T328,1,229900,3,
SO2607060879,TPOS00103685,11/07/2026,C1047,CV MANDIRI AUTO,3,003-S4,Surya Suryadi,16M768T328,1,173900,1,
SO2607060880,TPOS00103686,21/07/2026,C1047,CV MANDIRI AUTO,3,003-S4,Surya Suryadi,69D156K173,3,838100,1,
SO2607060881,TPOS00103687,09/07/2026,C1047,CV MANDIRI AUTO,3,003-S4,Surya Suryadi,69B485S440,119,39400,5,
SO2607060882,TPOS00103688,03/07/2026,C1047,CV MANDIRI AUTO,3,003-S4,Surya Suryadi,97P770Z553,96,8800,0,
SO2607060883,TPOS00103689,23/07/2026,C1047,CV MANDIRI AUTO,3,003-S4,Surya Suryadi,73U794H923,1,482200,3,
SO2607060884,TPOS00103690,11/07/2026,C1047,CV MANDIRI AUTO,3,003-S4,Surya Suryadi,96Q332D906,13,183200,3,
SO2607060885,TPOS00103691,08/07/2026,C1047,CV MANDIRI AUTO,3,003-S4,Surya Suryadi,85C183Q125,2,251100,3,
SO2607060886,TPOS00103692,22/07/2026,C1047,CV MANDIRI AUTO,3,003-S4,Surya Suryadi,48N560D960,5,937300,3,
SO2607060887,TPOS00103693,09/07/2026,C1047,CV MANDIRI AUTO,3,003-S4,Surya Suryadi,48K198N620,2,1000,3,
SO2607060888,TPOS00103694,21/07/2026,C1047,CV MANDIRI AUTO,3,003-S4,Surya Suryadi,42L154G702,3,961600,1,
SO2607060889,TPOS00103695,28/07/2026,C1049,PT TIMUR KARYA,3,003-S2,Wibowo Cahyadi,70L856J542,4,623500,3,
SO2607060890,TPOS00103696,12/07/2026,C1049,PT TIMUR KARYA,3,003-S2,Wibowo Cahyadi,96Q332D906,12,164700,3,
SO2607060891,TPOS00103697,08/07/2026,C1049,PT TIMUR KARYA,3,003-S2,Wibowo Cahyadi,16M768T328,1,209200,5,
SO2607060892,TPOS00103698,02/07/2026,C1049,PT TIMUR KARYA,3,003-S2,Wibowo Cahyadi,33X522S648,1,2026800,2,
SO2607060893,TPOS00103699,21/07/2026,C1049,PT TIMUR KARYA,3,003-S2,Wibowo Cahyadi,33X522S648,1,453300,0,
SO2607060894,TPOS00103700,27/07/2026,C1049,PT TIMUR KARYA,3,003-S2,Wibowo Cahyadi,96Q332D906,17,101200,4,
SO2607060895,TPOS00103701,28/07/2026,C1049,PT TIMUR KARYA,3,003-S2,Wibowo Cahyadi,36Z327H742,2,1364400,1,
SO2607060896,TPOS00103702,11/07/2026,C1049,PT TIMUR KARYA,3,003-S2,Wibowo Cahyadi,15R505R540,1,526300,1,
SO2607060897,TPOS00103703,19/07/2026,C1050,TOKO PERKASA SPAREPART,3,003-S1,Yuli Tanjung,41U498K306,1,1304400,0,
SO2607060898,TPOS00103704,12/07/2026,C1050,TOKO PERKASA SPAREPART,3,003-S1,Yuli Tanjung,56G228D926,5,781800,5,
SO2607060899,TPOS00103705,19/07/2026,C1050,TOKO PERKASA SPAREPART,3,003-S1,Yuli Tanjung,52Z843L910,1,1056600,5,
SO2607060900,TPOS00103706,21/07/2026,C1050,TOKO PERKASA SPAREPART,3,003-S1,Yuli Tanjung,21T228G490,2,1210000,3,
SO2607060901,TPOS00103707,09/07/2026,C1050,TOKO PERKASA SPAREPART,3,003-S1,Yuli Tanjung,89E640D609,4,7700,1,
SO2607060902,TPOS00103708,15/07/2026,C1050,TOKO PERKASA SPAREPART,3,003-S1,Yuli Tanjung,44L163D391,2,764200,4,
SO2607060903,TPOS00103709,16/07/2026,C1050,TOKO PERKASA SPAREPART,3,003-S1,Yuli Tanjung,89U648N405,1,1255900,2,
SO2607060904,TPOS00103710,20/07/2026,C1052,TOKO AGUNG SERVIS,3,003-S1,Yuli Tanjung,91Y682Y798,3,486200,4,
SO2607060905,TPOS00103711,12/07/2026,C1056,UD SETIA AUTO,3,003-S3,Maman Permana,48U216P581,3,502900,4,
SO2607060906,TPOS00103712,05/07/2026,C1056,UD SETIA AUTO,3,003-S3,Maman Permana,36R652J392,3,322500,5,
SO2607060907,TPOS00103713,10/07/2026,C1056,UD SETIA AUTO,3,003-S3,Maman Permana,16W595U140,1,100400,3,
SO2607060908,TPOS00103714,04/07/2026,C1056,UD SETIA AUTO,3,003-S3,Maman Permana,74L163C435,26,49100,3,
SO2607060909,TPOS00103715,14/07/2026,C1056,UD SETIA AUTO,3,003-S3,Maman Permana,37N358Y580,6,286600,1,
SO2607060910,TPOS00103716,22/07/2026,C1056,UD SETIA AUTO,3,003-S3,Maman Permana,45E231P273,86,77400,1,
SO2607060911,TPOS00103717,07/07/2026,C1060,TOKO BARAT OTOMOTIF,3,003-S5,Gunawan Hartono,87B337W776,109,57600,0,
SO2607060912,TPOS00103718,09/07/2026,C1060,TOKO BARAT OTOMOTIF,3,003-S5,Gunawan Hartono,84N838B423,21,157700,4,
SO2607060913,TPOS00103719,17/07/2026,C1060,TOKO BARAT OTOMOTIF,3,003-S5,Gunawan Hartono,70Z186V901,33,377400,5,
SO2607060914,TPOS00103720,09/07/2026,C1060,TOKO BARAT OTOMOTIF,3,003-S5,Gunawan Hartono,57M624X879,7,163600,3,
SO2607060915,TPOS00103721,19/07/2026,C1060,TOKO BARAT OTOMOTIF,3,003-S5,Gunawan Hartono,97K893A709,1,1480000,5,
SO2607060916,TPOS00103722,12/07/2026,C1062,PD MANDIRI JASA,3,003-S6,Dani Nugraha,57M624X879,2,299500,0,
SO2607060917,TPOS00103723,20/07/2026,C1062,PD MANDIRI JASA,3,003-S6,Dani Nugraha,70Z186V901,130,337700,1,
SO2607060918,TPOS00103724,17/07/2026,C1065,TB TEKNIK DIESEL MOTOR,3,004-S1,Joko Rahayu,28Q472X142,2,161500,5,
SO2607060919,TPOS00103725,19/07/2026,C1067,PT PRIMA OTOMOTIF,3,004-S1,Joko Rahayu,57M190U558,1,447800,1,
SO2607060920,TPOS00103726,26/07/2026,C1067,PT PRIMA OTOMOTIF,3,004-S1,Joko Rahayu,85G763G213,4,416100,5,
SO2607060921,TPOS00103727,21/07/2026,C1067,PT PRIMA OTOMOTIF,3,004-S1,Joko Rahayu,78E121B159,6,395200,5,
SO2607060922,TPOS00103728,01/07/2026,C1067,PT PRIMA OTOMOTIF,3,004-S1,Joko Rahayu,85N110A205,2,258300,4,
SO2607060923,TPOS00103729,15/07/2026,C1067,PT PRIMA OTOMOTIF,3,004-S1,Joko Rahayu,59S196L145,12,142500,1,
SO2607060924,TPOS00103730,15/07/2026,C1067,PT PRIMA OTOMOTIF,3,004-S1,Joko Rahayu,37N358Y580,163,340200,2,
SO2607060925,TPOS00103731,08/07/2026,C1067,PT PRIMA OTOMOTIF,3,004-S1,Joko Rahayu,64E969S446,1,1710700,4,
SO2607060926,TPOS00103732,04/07/2026,C1067,PT PRIMA OTOMOTIF,3,004-S1,Joko Rahayu,13Z854R658,2,407300,1,
SO2607060927,TPOS00103733,24/07/2026,C1067,PT PRIMA OTOMOTIF,3,004-S1,Joko Rahayu,70Z186V901,11,396000,0,
SO2607060928,TPOS00103734,18/07/2026,C1067,PT PRIMA OTOMOTIF,3,004-S1,Joko Rahayu,74K951L925,4,1000,0,
SO2607060929,TPOS00103735,12/07/2026,C1067,PT PRIMA OTOMOTIF,3,004-S1,Joko Rahayu,19J756V360,105,1000,5,
SO2607060930,TPOS00103736,05/07/2026,C1067,PT PRIMA OTOMOTIF,3,004-S1,Joko Rahayu,84N838B423,120,416700,3,
SO2607060931,TPOS00103737,11/07/2026,C1071,UD PERSADA PERKASA,3,004-S1,Joko Rahayu,69S757R678,4,1000,3,
SO2607060932,TPOS00103738,17/07/2026,C1072,PD LOGAM MANDIRI,3,004-S2,Yanto Pratama,90L709D776,1,643100,5,
SO2607060933,TPOS00103739,17/07/2026,C1072,PD LOGAM MANDIRI,3,004-S2,Yanto Pratama,17X858P910,4,600800,5,
SO2607060934,TPOS00103740,09/07/2026,C1072,PD LOGAM MANDIRI,3,004-S2,Yanto Pratama,25H825V737,3,74500,2,
SO2607060935,TPOS00103741,24/07/2026,C1073,CV PERKASA NIAGA,3,004-S2,Yanto Pratama,85P440L610,15,259900,2,
SO2607060936,TPOS00103742,28/07/2026,C1073,CV PERKASA NIAGA,3,004-S2,Yanto Pratama,27U147L886,1,580200,1,
SO2607060937,TPOS00103743,24/07/2026,C1073,CV PERKASA NIAGA,3,004-S2,Yanto Pratama,57Z695L287,1,402400,1,
SO2607060938,TPOS00103744,19/07/2026,C1073,CV PERKASA NIAGA,3,004-S2,Yanto Pratama,38V940R787,1,1185500,3,
SO2607060939,TPOS00103745,26/07/2026,C1073,CV PERKASA NIAGA,3,004-S2,Yanto Pratama,64A312M230,1,570000,2,
SO2607060940,TPOS00103746,27/07/2026,C1073,CV PERKASA NIAGA,3,004-S2,Yanto Pratama,92F996G898,3,643300,5,
SO2607060941,TPOS00103747,17/07/2026,C1074,TB ANUGERAH SUKSES,3,004-S3,Irfan Susanto,64J887M548,1,1000,4,
SO2607060942,TPOS00103748,10/07/2026,C1074,TB ANUGERAH SUKSES,3,004-S3,Irfan Susanto,19X420F542,3,1000,0,
SO2607060943,TPOS00103749,24/07/2026,C1074,TB ANUGERAH SUKSES,3,004-S3,Irfan Susanto,52X270K362,5,1176000,2,
SO2607060944,TPOS00103750,08/07/2026,C1076,TOKO BUANA MAKMUR,3,004-S2,Yanto Pratama,97W575P162,1,1216100,1,
SO2607060945,TPOS00103751,10/07/2026,C1076,TOKO BUANA MAKMUR,3,004-S2,Yanto Pratama,16M768T328,10,284200,4,
SO2607060946,TPOS00103752,17/07/2026,C1076,TOKO BUANA MAKMUR,3,004-S2,Yanto Pratama,61G961P607,1,358800,5,
SO2607060947,TPOS00103753,01/07/2026,C1077,TOKO MAKMUR KARYA,3,004-S3,Irfan Susanto,85P440L610,95,178200,1,
SO2607060948,TPOS00103754,04/07/2026,C1077,TOKO MAKMUR KARYA,3,004-S3,Irfan Susanto,84N838B423,13,343000,4,
SO2607060949,TPOS00103755,04/07/2026,C1078,PT KARYA BERSATU,3,004-S2,Yanto Pratama,16M768T328,11,354100,4,
SO2607060950,TPOS00103756,19/07/2026,C1078,PT KARYA BERSATU,3,004-S2,Yanto Pratama,86V662K402,2,1162300,1,
SO2607060951,TPOS00103757,08/07/2026,C1078,PT KARYA BERSATU,3,004-S2,Yanto Pratama,16M768T328,10,153500,5,
SO2607060952,TPOS00103758,26/07/2026,C1078,PT KARYA BERSATU,3,004-S2,Yanto Pratama,96E654F696,57,7000,2,
SO2607060953,TPOS00103759,14/07/2026,C1080,TOKO PRATAMA PARTS,3,004-S1,Joko Rahayu,40C773S682,2,729900,2,
SO2607060954,TPOS00103760,15/07/2026,C1083,CV ANUGERAH SEJAHTERA,3,005-S3,Sigit Nugraha,57M624X879,6,170000,1,
SO2607060955,TPOS00103761,27/07/2026,C1083,CV ANUGERAH SEJAHTERA,3,005-S3,Sigit Nugraha,42R447E890,1,841400,5,
SO2607060956,TPOS00103762,09/07/2026,C1084,TB MEGA ABADI,3,005-S2,Fitri Nugraha,85P440L610,3,254100,2,
SO2607060957,TPOS00103763,12/07/2026,C1084,TB MEGA ABADI,3,005-S2,Fitri Nugraha,76S739H502,9,1000,4,
SO2607060958,TPOS00103764,22/07/2026,C1085,PT SENTOSA UTAMA,3,005-S2,Fitri Nugraha,45E231P273,661,69600,3,
SO2607060959,TPOS00103765,07/07/2026,C1086,TOKO SURYA PARTS,3,005-S2,Fitri Nugraha,89V924U181,2,222700,5,
SO2607060960,TPOS00103766,18/07/2026,C1086,TOKO SURYA PARTS,3,005-S2,Fitri Nugraha,26P115W528,3,153100,2,
SO2607060961,TPOS00103767,16/07/2026,C1086,TOKO SURYA PARTS,3,005-S2,Fitri Nugraha,12T880R720,1,785100,0,
SO2607060962,TPOS00103768,18/07/2026,C1086,TOKO SURYA PARTS,3,005-S2,Fitri Nugraha,57M624X879,1,302500,3,
SO2607060963,TPOS00103769,09/07/2026,C1089,PT AGUNG TEKNIK,C,005-S2,Fitri Nugraha,37N358Y580,149,151800,0,GBR25-01
SO2607060964,TPOS00103770,10/07/2026,C1089,PT AGUNG TEKNIK,3,005-S2,Fitri Nugraha,72J753N301,2,202500,1,
SO2607060965,TPOS00103771,07/07/2026,C1089,PT AGUNG TEKNIK,3,005-S2,Fitri Nugraha,55Z174G599,3,1205800,3,
SO2607060966,TPOS00103772,10/07/2026,C1089,PT AGUNG TEKNIK,3,005-S2,Fitri Nugraha,36F697N550,4,527800,0,
SO2607060967,TPOS00103773,20/07/2026,C1090,CV ABADI LESTARI,3,005-S3,Sigit Nugraha,70Z186V901,1,350900,3,
SO2607060968,TPOS00103774,28/07/2026,C1090,CV ABADI LESTARI,3,005-S3,Sigit Nugraha,43K359P654,193,464300,2,
SO2607060969,TPOS00103775,08/07/2026,C1090,CV ABADI LESTARI,3,005-S3,Sigit Nugraha,84N838B423,14,247500,3,
SO2607060970,TPOS00103776,27/07/2026,C1093,TOKO SEJAHTERA SPAREPART,3,006-S1,Ani Saputra,57M624X879,8,229400,4,
SO2607060971,TPOS00103777,23/07/2026,C1095,PT BERSAMA PERDANA,3,006-S4,Siti Mariadi,90Z603Z817,1,850500,5,
SO2607060972,TPOS00103778,21/07/2026,C1095,PT BERSAMA PERDANA,3,006-S4,Siti Mariadi,69B485S440,8,25700,2,
SO2607060973,TPOS00103779,09/07/2026,C1096,UD HARAPAN SPAREPART,3,006-S3,Fitri Purnama,74E725B748,1,1000,0,
SO2607060974,TPOS00103780,24/07/2026,C1099,TOKO SENTOSA DIESEL,3,007-S3,Mahendra Permana,25D492P799,1,1000,5,
SO2607060975,TPOS00103781,20/07/2026,C1099,TOKO SENTOSA DIESEL,3,007-S3,Mahendra Permana,78E100F551,1,738800,4,
SO2607060976,TPOS00103782,14/07/2026,C1101,TB MANDIRI OTOMOTIF,3,007-S2,Iwan Iskandar,26H882P911,1,145100,2,
SO2607060977,TPOS00103783,21/07/2026,C1101,TB MANDIRI OTOMOTIF,3,007-S2,Iwan Iskandar,98F912R338,6,761200,3,
SO2607060978,TPOS00103784,21/07/2026,C1101,TB MANDIRI OTOMOTIF,3,007-S2,Iwan Iskandar,70V182X579,4,243900,1,
SO2607060979,TPOS00103785,12/07/2026,C1101,TB MANDIRI OTOMOTIF,3,007-S2,Iwan Iskandar,98R803H502,2,785000,3,
SO2607060980,TPOS00103786,25/07/2026,C1102,CV PRIMA RAYA,3,007-S4,Wahyu Permana,48P763Z436,4,255000,1,
SO2607060981,TPOS00103787,07/07/2026,C1102,CV PRIMA RAYA,3,007-S4,Wahyu Permana,85P440L610,41,151900,5,
SO2607060982,TPOS00103788,06/07/2026,C1102,CV PRIMA RAYA,3,007-S4,Wahyu Permana,84Z132L329,1,139500,3,
SO2607060983,TPOS00103789,06/07/2026,C1102,CV PRIMA RAYA,3,007-S4,Wahyu Permana,85T808S329,1,561700,3,
SO2607060984,TPOS00103790,10/07/2026,C1105,PT MITRA BERSATU,3,007-S5,Yuli Handoko,77U124Q920,1,29400,5,
SO2607060985,TPOS00103791,08/07/2026,C1105,PT MITRA BERSATU,3,007-S5,Yuli Handoko,70Z186V901,64,157700,2,
SO2607060986,TPOS00103792,25/07/2026,C1105,PT MITRA BERSATU,3,007-S5,Yuli Handoko,57M624X879,4,215600,1,
SO2607060987,TPOS00103793,25/07/2026,C1105,PT MITRA BERSATU,3,007-S5,Yuli Handoko,43K359P654,105,291700,0,
SO2607060988,TPOS00103794,10/07/2026,C1105,PT MITRA BERSATU,3,007-S5,Yuli Handoko,68M933C654,1,1966700,0,
SO2607060989,TPOS00103795,27/07/2026,C1109,CV HARAPAN MULTINDO,3,008-S2,Irfan Purnama,70L740B331,6,1663100,5,
SO2607060990,TPOS00103796,11/07/2026,C1110,TOKO SENTOSA BENGKEL,3,008-S1,Iwan Tanjung,45E231P273,9,26900,1,
SO2607060991,TPOS00103797,03/07/2026,C1110,TOKO SENTOSA BENGKEL,3,008-S1,Iwan Tanjung,34B731Z441,1,1000,2,
SO2607060992,TPOS00103798,12/07/2026,C1111,TOKO UTAMA PRATAMA,3,008-S4,Fitri Firmansyah,32V942P855,9,258500,0,
SO2607060993,TPOS00103799,28/07/2026,C1111,TOKO UTAMA PRATAMA,3,008-S4,Fitri Firmansyah,54F126K594,1,873500,2,
SO2607060994,TPOS00103800,15/07/2026,C1111,TOKO UTAMA PRATAMA,3,008-S4,Fitri Firmansyah,96Q332D906,9,212600,4,
SO2607060995,TPOS00103801,11/07/2026,C1116,CV INDAH NIAGA,3,008-S4,Fitri Firmansyah,12C527Q319,1,1091700,4,
SO2607060996,TPOS00103802,13/07/2026,C1117,TOKO PRATAMA LESTARI,3,008-S1,Iwan Tanjung,15U734Y638,1,696000,1,
SO2607060997,TPOS00103803,02/07/2026,C1117,TOKO PRATAMA LESTARI,3,008-S1,Iwan Tanjung,77H392U900,1,546300,0,
SO2607060998,TPOS00103804,12/07/2026,C1119,PT HARAPAN SUKSES,3,008-S2,Irfan Purnama,96Q332D906,15,252200,3,
SO2607060999,TPOS00103805,10/07/2026,C1119,PT HARAPAN SUKSES,3,008-S2,Irfan Purnama,32V347V904,2,1335400,0,
SO2607061000,TPOS00103806,11/07/2026,C1119,PT HARAPAN SUKSES,3,008-S2,Irfan Purnama,71S327S910,1,916600,2,
SO2607061001,TPOS00103807,14/07/2026,C1119,PT HARAPAN SUKSES,3,008-S2,Irfan Purnama,55X693W912,1,150400,5,
SO2607061002,TPOS00103808,10/07/2026,C1119,PT HARAPAN SUKSES,3,008-S2,Irfan Purnama,88P504W649,1,1000500,5,
SO2607061003,TPOS00103809,27/07/2026,C1119,PT HARAPAN SUKSES,3,008-S2,Irfan Purnama,93N838D256,2,786800,3,
SO2607061004,TPOS00103810,13/07/2026,C1119,PT HARAPAN SUKSES,3,008-S2,Irfan Purnama,85T808S329,4,253700,3,
SO2607061005,TPOS00103811,03/07/2026,C1119,PT HARAPAN SUKSES,3,008-S2,Irfan Purnama,85P440L610,99,249000,1,
SO2607061006,TPOS00103812,24/07/2026,C1119,PT HARAPAN SUKSES,3,008-S2,Irfan Purnama,61D528P600,5,736900,1,
